Age of Empires: Collector's Edition,,PC,Strategy,Microsoft,0.14,2000
Age of Empires: Collector's Edition,,PC,Strategy,Ubisoft,0.14,2000
Action Bass,,PS,Action,Take-Two Interactive,1.14,2000
007: The World is Not Enough,,N64,Shooter,Electronic Arts,1.55,2000
007: The World is not Enough,,PS,Shooter,Electronic Arts,0.92,2000
007 Racing,,PS,Racing,Electronic Arts,0.53,2000
Zoo Tycoon,,PC,Strategy,Microsoft,0.03,2001
Zoo Tycoon,,PC,Strategy,Microsoft Game Studios,0.03,2001
Zone of the Enders,,PS2,Simulation,Konami,0.75,2001
Zoboomafoo: Leapin' Lemurs!,,PS,Action,Encore,0.03,2001
Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),,GBA,Misc,Konami,0.41,2001
Yanya Caballista: City Skater,,PS2,Sports,KOEI,0.05,2001
X-Men: Reign of Apocalypse,,GBA,Action,Activision,0.28,2001
X-Men: Mutant Academy 2,,PS,Fighting,Activision,0.72,2001
XGIII: Extreme G Racing,,PS2,Racing,Acclaim Entertainment,0.27,2001
XGIII: Extreme G Racing,,GC,Racing,Acclaim Entertainment,0.15,2001
WWF SmackDown! Just Bring It,,PS2,Fighting,THQ,2.79,2001
Worms World Party,,PC,Strategy,Titus,0.02,2001
Worms World Party,,PC,Strategy,Virgin Interactive,0.02,2001
World's Scariest Police Chases,,PS,Racing,Activision,0.36,2001
World Stadium 5,,PS,Sports,Namco,0.09,2001
World Soccer Winning Eleven 5 Final Evolution,,PS2,Sports,Konami,0.45,2001
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,,PS,Sports,Konami,0.41,2001
Wizardry: Tale of the Forsaken Land,,PS2,Role-Playing,Atlus,0.09,2001
Winning Post 5,,PS2,Sports,KOEI,0.13,2001
WinBack: Covert Operations,,PS2,Shooter,KOEI,0.29,2001
Wave Rally,,PS2,Racing,Eidos Interactive,0.27,2001
Wave Race: Blue Storm,,GC,Racing,Nintendo,0.6,2001
Warriors of Might and Magic,,PS2,Adventure,3DO,0.17,2001
Warriors of Might and Magic,,PS,Adventure,3DO,0.13,2001
WarJetz,,PS2,Shooter,3DO,0.04,2001
Victorious Boxers: Ippo's Road to Glory,,PS2,Fighting,Empire Interactive,0.47,2001
Vehicular Combat League presents Motor Mayhem,,PS2,Racing,Atari,0.16,2001
Vanishing Point,,PS,Racing,Acclaim Entertainment,0.1,2001
Vampire Night,,PS2,Shooter,Namco,0.14,2001
Universal Studios Theme Parks Adventure,,GC,Misc,Kemco,0.1,2001
Unison: Rebels of Rhythm & Dance,,PS2,Misc,Tecmo,0.04,2001
Twisted Metal: Small Brawl,,PS,Action,Sony Computer Entertainment,0.18,2001
Twisted Metal: Black,,PS2,Racing,Sony Computer Entertainment,1.41,2001
Tsugunai: Atonement,,PS2,Role-Playing,Atlus,0.06,2001
True Love Story 3,,PS2,Simulation,Enterbrain,0.04,2001
Transworld Surf,,XB,Sports,Atari,0.13,2001
Toy Story Racer,,PS,Racing,Activision,0.15,2001
Top Gun: Combat Zones,,PS2,Simulation,Titus,0.92,2001
Tony Hawk's Pro Skater 3,,PS2,Sports,Activision,4.41,2001
Tony Hawk's Pro Skater 3,,PS,Sports,Activision,1.67,2001
Tony Hawk's Pro Skater 3,,GC,Sports,Activision,0.82,2001
Tony Hawk's Pro Skater 2x,,XB,Sports,Activision,0.63,2001
Tony Hawk's Pro Skater 2,,GBA,Sports,Activision,1.18,2001
Tony Hawk's Pro Skater 2,,N64,Sports,Activision,0.76,2001
Tom Clancy's Rainbow Six: Rogue Spear,,PS,Shooter,Red Storm Entertainment,0.23,2001
Tokyo Xtreme Racer Zero,,PS2,Racing,Crave Entertainment,1.5,2001
Tiny Toon Adventures: Wacky Stackers,,GBA,Puzzle,Conspiracy Entertainment,0.02,2001
Tiny Toon Adventures: Plucky's Big Adventure,,PS,Action,Conspiracy Entertainment,0.27,2001
Time Crisis: Project Titan,,PS,Shooter,Namco,0.05,2001
Time Crisis II,,PS2,Shooter,Namco,0.53,2001
Tiger Woods PGA Tour 2001,,PS2,Sports,EA Sports,0.74,2001
Thunderstrike: Operation Phoenix,,PS2,Simulation,Eidos Interactive,0.34,2001
The Wild Thornberrys: Chimp Chase,,GBA,Action,THQ,0.16,2001
The Weakest Link,,PS,Misc,Activision,0.09,2001
The Typing of the Dead,,DC,Shooter,Sega,0.05,2001
The Sims: House Party,,PC,Simulation,Maxis,2.16,2001
The Sims: House Party,,PC,Simulation,Electronic Arts,2.16,2001
The Sims: Hot Date,,PC,Simulation,Electronic Arts,1.82,2001
The Sims: Hot Date,,PC,Simulation,Electronic Arts,1.82,2001
The Simpsons: Road Rage,,PS2,Racing,Electronic Arts,3.61,2001
The Simpsons: Road Rage,,XB,Racing,Electronic Arts,1.05,2001
The Simpsons: Road Rage,,GC,Racing,Electronic Arts,0.24,2001
The Settlers IV,,PC,Strategy,Blue Byte,0.02,2001
The Settlers IV,,PC,Strategy,Blue Byte,0.02,2001
The Putter Golf,,PS,Sports,Agetec,0.07,2001
The Powerpuff Girls: Chemical X-Traction,,PS,Action,BAM! Entertainment,0.25,2001
The Powerpuff Girls: Chemical X-Traction,,N64,Action,BAM! Entertainment,0.16,2001
The Mummy Returns,,PS2,Action,Universal Interactive,0.5,2001
The Legend of Zelda: Oracle of Seasons,,GBC,Adventure,Nintendo,1.86,2001
The Legend of Zelda: Oracle of Ages,,GBC,Adventure,Nintendo,1.92,2001
The Legend of Alon D'ar,,PS2,Role-Playing,Ubisoft,0.08,2001
The Land Before Time: Great Valley Racing Adventure,,PS,Racing,TDK Mediactive,0.1,2001
The King of Fighters: Evolution,,DC,Fighting,Agetec,0.07,2001
The King of Fighters '99,,PS,Fighting,Agetec,0.11,2001
The Flintstones: Big Trouble in Bedrock,,GBA,Platform,Crave Entertainment,0.03,2001
The Bouncer,,PS2,Action,Square,0.99,2001
The Bombing Islands,,PS,Platform,Kemco,0.14,2001
The Adventures of Cookie & Cream,,PS2,Puzzle,Agetec,0.18,2001
Tetris Worlds,,GBA,Puzzle,THQ,1.71,2001
Test Drive Off-Road Wide Open,,XB,Racing,Infogrames,0.18,2001
Tear Ring Saga Yutona Eiyuu Senki,,PS,Role-Playing,Enterbrain,0.39,2001
Tales of Destiny II,,PS,Role-Playing,Namco,0.81,2001
Taiho Shichauzo!,,PS,Adventure,Pioneer LDC,0.05,2001
Syphon Filter 3,,PS,Shooter,Sony Computer Entertainment,0.52,2001
Supercar Street Challenge,,PS2,Racing,Activision,1.12,2001
Super Street Fighter II: Turbo Revival,,GBA,Fighting,Capcom,0.25,2001
Super Robot Taisen α Gaiden,,PS,Strategy,Banpresto,0.62,2001
Super Robot Taisen A,,GBA,Strategy,Banpresto,0.36,2001
Super Monkey Ball,,GC,Puzzle,Sega,1.46,2001
Super Dodge Ball Advance,,GBA,Sports,Atlus,0.2,2001
Super Bust-A-Move,,GBA,Puzzle,Ubisoft,0.05,2001
Super Bowling,,N64,Sports,UFO Interactive,0.02,2001
Sunny Garcia Surfing,,PS2,Sports,Ubisoft,0.03,2001
Stunt GP,,PS2,Racing,Titus,0.05,2001
Stronghold,,PC,Strategy,Gathering of Developers,0.11,2001
Strikers 1945,,PS,Shooter,Agetec,0.12,2001
Stretch Panic,,PS2,Platform,Conspiracy Entertainment,0.05,2001
Star Wars: Super Bombad Racing,,PS2,Racing,LucasArts,0.16,2001
Star Wars: Starfighter,,PS2,Simulation,LucasArts,1.76,2001
Star Wars: Obi-Wan,,XB,Action,LucasArts,0.7,2001
Star Wars Starfighter: Special Edition,,XB,Simulation,LucasArts,0.42,2001
Star Wars Rogue Leader: Rogue Squadron II,,GC,Simulation,LucasArts,1.9,2001
Star Trek: Voyager Elite Force,,PS2,Shooter,Majesco,0.15,2001
SSX Tricky,,PS2,Sports,EA Sports BIG,1.73,2001
SSX Tricky,,GC,Sports,EA Sports BIG,0.54,2001
SSX Tricky,,XB,Sports,EA Sports BIG,0.43,2001
Spyro: Season of Ice,,GBA,Platform,Vivendi Games,2.23,2001
Spy Hunter,,PS2,Racing,Midway Games,1.67,2001
Sports Illustrated for Kids: Baseball,,GBA,Sports,BAM! Entertainment,0.17,2001
SpongeBob SquarePants: SuperSponge,,PS,Action,THQ,1.78,2001
SpongeBob SquarePants: SuperSponge,,GBA,Action,THQ,0.55,2001
SplashDown,,PS2,Racing,Atari,0.7,2001
Spider-Man: Mysterio's Menace,,GBA,Action,Activision,0.61,2001
Spider-Man 2: Enter: Electro,,PS,Action,Activision,1.55,2001
Spec Ops: Ranger Elite,,PS,Shooter,Take-Two Interactive,0.87,2001
Spec Ops: Covert Assault,,PS,Shooter,Take-Two Interactive,0.43,2001
Space Venus starring Morning Musume,,PS2,Misc,Sony Music Entertainment,0.14,2001
Soul Reaver 2,,PS2,Adventure,Eidos Interactive,0.55,2001
Sonic Adventure 2,,DC,Platform,Sega,0.12,2001
Soldier of Fortune: Gold Edition,,PS2,Shooter,Majesco,0.56,2001
Snood,,GBA,Puzzle,Destination Software ,0.13,2001
Skydiving Extreme,,PS,Sports,Natsume,0.08,2001
Simpsons Wrestling,,PS,Fighting,Activision,1.51,2001
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,,PS,Shooter,D3 Publisher,0.55,2001
Silpheed: The Lost Planet,,PS2,Shooter,Working Designs,0.07,2001
Silent Scope 2: Dark Silhouette,,PS2,Shooter,Konami,0.19,2001
Silent Hill 2: Restless Dreams,,XB,Action,Konami,0.28,2001
Silent Hill 2,,PS2,Action,Konami,1.28,2001
Shrek,,XB,Platform,TDK Mediactive,0.36,2001
Shooter: Starfighter Sanvein,,PS,Shooter,A1 Games,0.02,2001
Shin Megami Tensei,,PS,Role-Playing,Atlus,0.09,2001
Shenmue II,,DC,Adventure,Sega,0.15,2001
Shaun Palmer's Pro Snowboarder,,PS2,Sports,Activision,0.73,2001
Shaun Palmer's Pro Snowboarder,,GBA,Sports,Activision,0.36,2001
Shadow of Destiny,,PS2,Adventure,Konami,0.21,2001
Shadow Hearts,,PS2,Role-Playing,Midway Games,0.28,2001
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,,PS2,Simulation,ASCII Entertainment,0.32,2001
SD Gundam G Generation-F.I.F,,PS,Strategy,Bandai,0.12,2001
SD Gundam G Generation: Gather Beat 2,,WS,Strategy,Bandai,0.03,2001
Scooby-Doo and the Cyber Chase,,GBA,Adventure,THQ,0.41,2001
Scooby-Doo,,GBA,Platform,THQ,0.46,2001
Scooby Doo and the Cyber Chase,,PS,Adventure,THQ,1.94,2001
Saltwater Sportfishing,,PS,Sports,Take-Two Interactive,0.22,2001
Sakura Wars 3: Paris wa Moeteiru ka,,DC,Adventure,Sega,0.33,2001
Saiyuki: Journey West,,PS,Strategy,KOEI,0.05,2001
Rune: Viking Warlord,,PS2,Action,Take-Two Interactive,0.26,2001
Rumble Racing,,PS2,Racing,Electronic Arts,0.21,2001
Rugrats: Totally Angelica,,PS,Adventure,THQ,0.12,2001
Rugrats: Castle Capers,,GBA,Action,THQ,0.46,2001
Rocket Power: Team Rocket Rescue,,PS,Sports,THQ,0.84,2001
Rocket Power: Dream Scheme,,GBA,Action,THQ,0.4,2001
Ring of Red,,PS2,Strategy,Konami,0.11,2001
Rimo-Cocoron,,PS2,Action,Sony Computer Entertainment,0.05,2001
Red Faction,,PS2,Shooter,THQ,1.92,2001
RC Revenge Pro,,PS2,Racing,Acclaim Entertainment,0.17,2001
Rayman Advance,,GBA,Platform,Ubisoft,0.5,2001
Rayman 2: Revolution,,PS2,Platform,Ubisoft,0.3,2001
Quake III: Revolution,,PS2,Shooter,Electronic Arts,0.21,2001
Puzzle Star Sweep,,PS,Puzzle,Agetec,0.02,2001
Project Gotham Racing,,XB,Racing,Microsoft,2.12,2001
Project Eden,,PS2,Action,Eidos Interactive,0.09,2001
Pro Evolution Soccer,,PS2,Sports,Konami,1.75,2001
Prehistorik Man,,GBA,Platform,Titus,0.02,2001
Power Shovel,,PS,Action,Acclaim Entertainment,0.06,2001
Power Rangers: Time Force,,PS,Action,THQ,0.32,2001
Power Rangers: Time Force,,GBA,Action,THQ,0.2,2001
Power Pro Kun Pocket 3,,GBA,Sports,Konami,0.28,2001
Portal Runner,,PS2,Platform,3DO,0.13,2001
Pokemon Card GB2: GRdan Sanjou,,GB,Strategy,Nintendo,0.89,2001
Point Blank 3,,PS,Shooter,Namco,0.02,2001
Planet of the Apes,,GBA,Action,Ubisoft,0.03,2001
Pitfall: The Mayan Adventure,,GBA,Platform,Majesco,0.28,2001
Pipe Dreams 3D,,PS,Puzzle,Take-Two Interactive,0.14,2001
Pinobee: Wings of Adventure,,GBA,Platform,Activision,0.08,2001
Pilot ni Narou! 2,,PS2,Simulation,Victor Interactive,0.08,2001
Phantasy Star Online Ver. 2,,DC,Role-Playing,Sega,0.19,2001
Phantasy Star Online,,DC,Role-Playing,Sega,0.2,2001
Paris-Dakar Rally,,PS2,Racing,Acclaim Entertainment,0.15,2001
ParaParaParadise,,PS2,Misc,Konami,0.03,2001
Pajama Sam: You are What You Eat From Your Head to Your Feet,,PS,Adventure,Infogrames,0.04,2001
Pac-Man Collection,,GBA,Puzzle,Namco,2.94,2001
OverBlood 2,,PS,Action,Evolution Games,0.07,2001
Oni,,PS2,Action,Rockstar Games,0.53,2001
One Piece Mansion,,PS,Action,Capcom,0.02,2001
Okage: Shadow King,,PS2,Role-Playing,Sony Computer Entertainment,0.36,2001
Oddworld: Munch's Oddysee,,XB,Platform,Microsoft,0.73,2001
No Rules: Get Phat,,GBA,Action,TDK Mediactive,0.04,2001
NickToons Racing,,PS,Racing,Hasbro Interactive,0.17,2001
NHL Hitz 20-02,,PS2,Sports,Midway Games,0.56,2001
NHL Hitz 20-02,,XB,Sports,Midway Games,0.27,2001
NHL Hitz 20-02,,GC,Sports,Midway Games,0.21,2001
NHL FaceOff 2001,,PS2,Sports,Sony Computer Entertainment,0.2,2001
NHL 2002,,PS2,Sports,EA Sports,1.2,2001
NHL 2002,,XB,Sports,EA Sports,0.27,2001
NFL Quarterback Club 2002,,PS2,Sports,Acclaim Entertainment,0.22,2001
NFL Quarterback Club 2002,,GC,Sports,Acclaim Entertainment,0.05,2001
NFL GameDay 2002,,PS,Sports,Sony Computer Entertainment,0.4,2001
NFL GameDay 2002,,PS2,Sports,Sony Computer Entertainment,0.38,2001
NFL Fever 2002,,XB,Sports,Microsoft,0.99,2001
NFL 2K2,,PS2,Sports,Sega,0.89,2001
NCAA Football 2002,,PS2,Sports,EA Sports,1.57,2001
NCAA Final Four 2002,,PS2,Sports,Sony Computer Entertainment,0.31,2001
NBA Street,,PS2,Sports,EA Sports BIG,2.79,2001
NBA ShootOut 2002,,PS,Sports,Sony Computer Entertainment,0.14,2001
NBA ShootOut 2001,,PS2,Sports,Sony Computer Entertainment,0.15,2001
NBA Live 2002,,PS2,Sports,EA Sports,1.86,2001
NBA Live 2002,,PS,Sports,EA Sports,0.52,2001
NBA Live 2002,,XB,Sports,EA Sports,0.4,2001
NBA Live 2001,,PS2,Sports,EA Sports,1.1,2001
NBA Hoopz,,PS2,Sports,Midway Games,0.18,2001
NBA Hoopz,,PS,Sports,Midway Games,0.13,2001
NASCAR Thunder 2002,,PS2,Racing,EA Sports,1.16,2001
NASCAR Thunder 2002,,PS,Racing,EA Sports,0.42,2001
NASCAR Thunder 2002,,XB,Racing,EA Sports,0.33,2001
NASCAR Heat 2002,,PS2,Racing,Infogrames,0.6,2001
NASCAR Heat 2002,,XB,Racing,Infogrames,0.2,2001
Namco Museum,,GBA,Misc,Namco,4.24,2001
Namco Museum,,PS2,Misc,Namco,1.82,2001
MXRider,,PS2,Racing,Infogrames,0.34,2001
MX 2002 Featuring Ricky Carmichael,,PS2,Racing,THQ,0.56,2001
MX 2002 Featuring Ricky Carmichael,,GBA,Racing,THQ,0.16,2001
MX 2002 Featuring Ricky Carmichael,,XB,Racing,THQ,0.13,2001
MTV Music Generator 2,,PS2,Misc,Codemasters,0.15,2001
Motocross Mania,,PS,Racing,Take-Two Interactive,0.79,2001
Monster Rancher 3,,PS2,Simulation,Tecmo,0.36,2001
Monster Guardians,,GBA,Role-Playing,Konami,0.03,2001
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,,PS2,Misc,Hudson Soft,0.49,2001
Mobile Suit Gundam: Journey to Jaburo,,PS2,Simulation,Bandai,0.7,2001
MLB 2002,,PS,Sports,Sony Computer Entertainment,0.43,2001
Midway's Greatest Arcade Hits,,GBA,Misc,Midway Games,0.25,2001
Midnight Club: Street Racing,,GBA,Racing,Destination Software ,0.48,2001
Microsoft Train Simulator,,PC,Simulation,Microsoft,0.04,2001
Microsoft Train Simulator,,PC,Simulation,Microsoft Game Studios,0.05,2001
Metal Slug X,,PS,Shooter,Agetec,0.09,2001
Metal Gear Solid 2: Sons of Liberty,,PS2,Action,Konami,6.05,2001
Men in Black The Series: Crashdown,,PS,Shooter,Infogrames,0.06,2001
Mega Man Xtreme 2,,GB,Platform,Capcom,0.07,2001
Mega Man Xtreme,,GB,Platform,Capcom,0.07,2001
Mega Man X6,,PS,Platform,Capcom,0.42,2001
Mega Man X5,,PS,Platform,Capcom,0.75,2001
Mega Man Battle Network,,GBA,Role-Playing,Capcom,0.42,2001
Mega Man 64,,N64,Action,Capcom,0.22,2001
Medarot 4: Kabuto / Kuwagata Version,,GB,Role-Playing,Imagineer,0.12,2001
MDK2 Armageddon,,PS2,Shooter,Interplay,0.17,2001
Max Payne,,PS2,Shooter,Rockstar Games,3.31,2001
Max Payne,,XB,Shooter,Rockstar Games,1.22,2001
Max Payne,,PC,Shooter,Gathering of Developers,0.02,2001
Max Payne,,PC,Shooter,Take-Two Interactive,0.02,2001
Mat Hoffman's Pro BMX,,PS,Sports,Activision,0.54,2001
Mat Hoffman's Pro BMX,,GBA,Sports,Activision,0.27,2001
Mary-Kate and Ashley: Winners Circle,,PS,Action,Acclaim Entertainment,0.14,2001
Mary-Kate and Ashley: Crush Course,,PS,Action,Acclaim Entertainment,0.14,2001
Martian Gothic: Unification,,PS,Adventure,Take-Two Interactive,0.11,2001
Magical Vacation,,GBA,Role-Playing,Nintendo,0.27,2001
Madden NFL 2002,,PS2,Sports,EA Sports,3.08,2001
Madden NFL 2002,,PS,Sports,EA Sports,1.39,2001
Madden NFL 2002,,GC,Sports,EA Sports,0.61,2001
Madden NFL 2002,,XB,Sports,EA Sports,0.58,2001
Madden NFL 2002,,N64,Sports,EA Sports,0.43,2001
Madden NFL 2002,,GBA,Sports,EA Sports,0.32,2001
Mad Dash Racing,,XB,Racing,Eidos Interactive,0.15,2001
M&Ms Shell Shocked,,PS,Action,Berkeley,0.03,2001
M&M's Blast!,,GBA,Puzzle,Majesco,0.27,2001
Lunatic Dawn Tempest,,PS2,Role-Playing,ArtDink,0.02,2001
Looney Tunes: Sheep Raider,,PS,Platform,Infogrames,0.12,2001
Lilie no Atelier: Salburg no Renkinjutsushi 3,,PS2,Role-Playing,Gust,0.09,2001
LEGO Racers 2,,PS2,Racing,LEGO Media,0.13,2001
LEGO Island 2: The Brickster's Revenge,,PS,Adventure,LEGO Media,0.18,2001
LEGO Bionicle,,GBA,Platform,LEGO Media,0.06,2001
Legends of Wrestling,,PS2,Fighting,Acclaim Entertainment,0.76,2001
Le Mans 24 Hours,,PS2,Racing,Infogrames,0.2,2001
L'Aigle de Guerre,,GBA,Strategy,Nintendo,0.1,2001
Lady Sia,,GBA,Platform,TDK Mediactive,0.11,2001
KuruKuru Kururin,,GBA,Puzzle,Nintendo,0.31,2001
Konami Krazy Racers,,GBA,Racing,Konami,0.16,2001
Knockout Kings 2001,,PS2,Fighting,EA Sports,0.56,2001
Klonoa: Empire of Dreams,,GBA,Platform,Namco,0.14,2001
Klonoa 2: Lunatea's Veil,,PS2,Platform,Namco,0.33,2001
KISS Pinball,,PS,Action,Take-Two Interactive,0.31,2001
Kinetica,,PS2,Racing,Sony Computer Entertainment,0.32,2001
Kikou Heidan J-Phoenix,,PS2,Action,Takara,0.06,2001
Kessen II,,PS2,Strategy,KOEI,0.46,2001
Kengo: Master of Bushido,,PS2,Fighting,Crave Entertainment,0.39,2001
Kabuki Warriors,,XB,Action,Crave Entertainment,0.06,2001
Jurassic Park III: Park Builder,,GBA,Simulation,Konami,0.06,2001
Jurassic Park III: Island Attack,,GBA,Adventure,Konami,0.18,2001
Jonny Moseley Mad Trix,,PS2,Sports,3DO,0.14,2001
Jimmy Neutron: Boy Genius,,GBA,Platform,THQ,0.42,2001
Jikkyou Powerful Pro Yakyuu Basic-han 2001,,N64,Sports,Konami,0.16,2001
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,,PS2,Sports,Konami,0.12,2001
Jikkyou Powerful Pro Yakyuu 8,,PS2,Sports,Konami,0.29,2001
Jikkyou Powerful Pro Yakyuu 2001,,PS,Sports,Konami,0.24,2001
Jeremy McGrath Supercross World,,PS2,Racing,Acclaim Entertainment,0.23,2001
Jampack Winter 2001,,PS2,Misc,Sony Computer Entertainment,0.72,2001
Jampack Summer 2001,,PS2,Misc,Sony Computer Entertainment,0.74,2001
Jampack Fall 2001,,PS,Misc,Sony Computer Entertainment,0.59,2001
James Bond 007: Agent Under Fire,,PS2,Shooter,Electronic Arts,3.53,2001
Jak and Daxter: The Precursor Legacy,,PS2,Platform,Sony Computer Entertainment,3.64,2001
Jade Cocoon 2,,PS2,Role-Playing,Ubisoft,0.1,2001
Jackie Chan Adventures: Legend of the Dark Hand,,GBA,Action,Activision,0.19,2001
Iridion 3D,,GBA,Shooter,Majesco,0.46,2001
Inspector Gadget: Gadget's Crazy Maze,,PS,Puzzle,Ubisoft,0.05,2001
In Cold Blood,,PS,Adventure,DreamCatcher Interactive,0.03,2001
IL-2 Sturmovik,,PC,Simulation,Blue Byte,0.01,2001
ICO,,PS2,Adventure,Sony Computer Entertainment,0.47,2001
Hot Wheels: Burnin' Rubber,,GBA,Racing,THQ,0.06,2001
Hot Potato!,,GBA,Action,BAM! Entertainment,0.04,2001
Hoshigami: Ruining Blue Earth,,PS,Role-Playing,Atlus,0.05,2001
High Heat Baseball 2002,,PS,Sports,3DO,0.04,2001
Harvest Moon: Save the Homeland,,PS2,Simulation,Natsume,0.4,2001
Harry Potter and the Sorcerer's Stone,,PS,Action,Electronic Arts,3.73,2001
Harry Potter and the Sorcerer's Stone,,GB,Action,Electronic Arts,1.73,2001
Harry Potter and the Sorcerer's Stone,,GBA,Action,Electronic Arts,1.69,2001
Harry Potter and the Sorcerer's Stone,,PC,Action,Electronic Arts,0.06,2001
Harry Potter and the Sorcerer's Stone,,PC,Action,Electronic Arts,0.06,2001
Half-Life,,PS2,Shooter,Sierra Entertainment,0.6,2001
Gundam Battle Online,,DC,Action,Bandai,0.04,2001
Guilty Gear X,,PS2,Fighting,Sammy Corporation,0.12,2001
GT Advance Championship Racing,,GBA,Racing,THQ,0.33,2001
Grand Theft Auto III,,PS2,Action,Rockstar Games,13.1,2001
Gradius Galaxies,,GBA,Shooter,Konami,0.08,2001
Giants: Citizen Kabuto,,PS2,Shooter,Interplay,0.06,2001
Gauntlet: Dark Legacy,,PS2,Action,Midway Games,1.15,2001
Gambler Densetsu Tetsuya,,PS2,Adventure,Athena,0.07,2001
Gallop Racer 2001,,PS2,Sports,Tecmo,0.17,2001
Gadget Racers,,PS2,Racing,Conspiracy Entertainment,0.08,2001
Fuzion Frenzy,,XB,Misc,Microsoft,1.21,2001
Fur Fighters: Viggo's Revenge,,PS2,Action,Acclaim Entertainment,0.14,2001
From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,,GB,Role-Playing,Banpresto,0.39,2001
From TV Animation One Piece: Tobidase Kaizokudan!,,PS,Role-Playing,Bandai,0.35,2001
Frogger's Adventures: Temple of the Frog,,GBA,Adventure,Konami,2.39,2001
Frogger: The Great Quest,,PS2,Platform,Konami,1.23,2001
Frequency,,PS2,Misc,Sony Computer Entertainment,0.19,2001
Fortress,,GBA,Action,Majesco,0.32,2001
Formula One 2001,,PS2,Racing,Sony Computer Entertainment,0.26,2001
Ford Racing,,PS,Racing,Empire Interactive,0.86,2001
Fire ProWrestling,,GBA,Fighting,BAM! Entertainment,0.13,2001
Final Fight One,,GBA,Fighting,Capcom,0.21,2001
Final Fantasy IV,,PS,Role-Playing,SquareSoft,0.31,2001
Final Fantasy II,,WS,Role-Playing,Square,0.25,2001
Final Fantasy Chronicles,,PS,Role-Playing,Square,0.52,2001
Fighting Vipers 2,,DC,Fighting,Sega,0.04,2001
FIFA Soccer 2002,,PS2,Sports,EA Sports,0.63,2001
FIFA Soccer 2002,,GC,Sports,EA Sports,0.18,2001
FIFA Soccer 2002,,PS,Sports,EA Sports,0.15,2001
Fear Effect 2: Retro Helix,,PS,Action,Eidos Interactive,0.18,2001
F-14 Tomcat,,GBA,Action,Majesco,0.7,2001
F1 2001,,PS2,Racing,EA Sports,0.15,2001
F1 2001,,XB,Racing,EA Sports,0.06,2001
Extermination,,PS2,Action,Sony Computer Entertainment,0.55,2001
EX Monopoly,,GBA,Misc,Takara,0.22,2001
ESPN X Games Skateboarding,,PS2,Sports,Konami,0.36,2001
ESPN X Games Skateboarding,,GBA,Sports,Konami,0.18,2001
ESPN Winter X-Games: Snowboarding 2002,,GBA,Sports,Konami,0.06,2001
ESPN NFL PrimeTime 2002,,PS2,Sports,Konami,0.08,2001
ESPN NBA 2Night,,PS2,Sports,Konami,0.09,2001
ESPN National Hockey Night,,PS2,Sports,Konami,0.07,2001
ESPN Great Outdoor Games Bass 2002,,GBA,Sports,Konami,0.05,2001
ESPN Final Round Golf 2002,,GBA,Sports,Konami,0.17,2001
Escape From Monkey Island,,PS2,Adventure,LucasArts,0.1,2001
Ephemeral Fantasia,,PS2,Role-Playing,Konami,0.08,2001
Empire Earth,,PC,Strategy,Vivendi Games,0.05,2001
Earthworm Jim,,GBA,Platform,Majesco,0.29,2001
Ducati World Racing Challenge,,PS,Racing,Acclaim Entertainment,0.03,2001
Driving Emotion Type-S,,PS2,Racing,Square,0.18,2001
Driven,,PS2,Racing,BAM! Entertainment,0.15,2001
Driven,,GBA,Racing,BAM! Entertainment,0.03,2001
Dragon Warrior Monsters 2: Tara's Adventure,,GB,Role-Playing,Enix,0.4,2001
Dragon Rage,,PS2,Shooter,3DO,0.06,2001
Dragon Quest III,,GB,Role-Playing,Enix,0.81,2001
Dr. Mario 64,,N64,Puzzle,Nintendo,0.42,2001
Doom,,GBA,Shooter,Activision,0.14,2001
Disney's Tarzan Untamed,,PS2,Platform,Ubisoft,0.41,2001
Disney's Tarzan Untamed,,GC,Platform,Ubisoft,0.18,2001
Disney's Donald Duck Advance,,GBA,Platform,Ubisoft,0.07,2001
Disney's Atlantis: The Lost Empire,,PS,Adventure,Sony Computer Entertainment,0.17,2001
Disney's Atlantis: The Lost Empire,,GBA,Platform,THQ,0.12,2001
Disney's Aladdin in Nasira's Revenge,,PS,Action,Sony Computer Entertainment,0.09,2001
Digimon World 2,,PS,Role-Playing,Bandai,0.58,2001
Digimon Digital Card Battle,,PS,Strategy,Bandai,0.11,2001
Diablo II: Lord of Destruction,,PC,Role-Playing,Vivendi Games,1.06,2001
Dexter's Laboratory Deesaster Strikes,,GBA,Adventure,BAM! Entertainment,0.41,2001
Derby Stallion 64,,N64,Sports,Media Factory,0.15,2001
Densha De Go! 3 Tsuukinhen,,PS2,Simulation,Taito,0.06,2001
Denki Blocks!,,GBA,Puzzle,Majesco,0.04,2001
Dave Mirra Freestyle BMX: Maximum Remix,,PS,Sports,Acclaim Entertainment,0.27,2001
Dave Mirra Freestyle BMX 2,,PS2,Sports,Acclaim Entertainment,1.38,2001
Dave Mirra Freestyle BMX 2,,GC,Sports,Acclaim Entertainment,0.28,2001
